global_index,position_in_fov_y_pix,position_in_fov_x_pix,detection_radius,has_matched_histology_cell,fov_center_x,fov_center_y,fov_center_z,batch,antibodies,imaging_date,data_path,slide_replicate
405201,411,1434,20.48,False,-32698.6405,26938.00745,40769.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
405342,391,593,20.48,False,-31939.33421,40706.46977,40823.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
405777,390,1735,20.48,False,-32251.52138,29161.99323,40775.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
406681,530,1177,20.48,False,-31168.70397,42913.06375,40829.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
406923,1232,1369,20.48,False,-31198.35856,36491.73598,40808.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
407956,1833,1489,20.48,False,-30410.07003,39018.52675,40814.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
407981,1793,592,20.48,False,-30480.70318,37737.73956,40808.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
408112,1170,295,20.48,False,-30798.55232,31974.19719,40793.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
408955,642,1351,20.48,False,-29657.09807,40904.92393,40823.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
409381,602,912,20.48,False,-30857.86151,19131.54165,40727.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
410084,735,1045,20.48,False,-29522.16612,31584.43317,40793.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
410405,1449,323,20.48,False,-30316.78898,17175.57725,40712.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
410573,1617,611,20.48,False,-29516.50415,25803.49899,40766.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
411302,1647,846,20.48,False,-29563.81703,19061.97442,40727.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
411912,501,1486,12.8,False,-28475.33764,27032.11077,40763.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
412320,1379,386,20.48,False,-27280.90853,36923.4279,40811.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
412676,1419,1117,20.48,False,-28216.79768,19952.99759,40736.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
